나이,성별,스타일,일 평균 기온,일 평균 기상,일 평균 습도,일 평균 풍속,상의 카테고리,상의 색상,상의 기장,상의 소재,상의 프린트,하의 카테고리,하의 색상,하의 기장,하의 소재,하의 프린트,Cluster
20대,남성,스트리트,21.9,안개,86.4,1.8,블라우스,라벤더,롱,패딩,무지,팬츠,라벤더,롱,패딩,무지,6
20대,남성,스트리트,21.9,안개,86.4,1.8,니트웨어,라벤더,노멀,우븐,무지,팬츠,스카이블루,노멀,우븐,무지,6
20대,남성,스트리트,23.5,안개,70.5,2.4,셔츠,스카이블루,노멀,우븐,플로럴,팬츠,스카이블루,노멀,우븐,플로럴,2
20대,남성,스트리트,23.5,안개,70.5,2.4,재킷,블랙,노멀,우븐,플로럴,팬츠,블랙,노멀,우븐,무지,2
20대,남성,스트리트,22.3,안개,78.0,2.6,셔츠,네이비,노멀,우븐,무지,청바지,네이비,노멀,우븐,무지,2
20대,남성,스트리트,24.6,맑음,60.9,2.2,셔츠,네이비,노멀,우븐,무지,팬츠,네이비,노멀,우븐,무지,7
20대,남성,스트리트,24.6,맑음,60.9,2.2,티셔츠,네이비,노멀,우븐,무지,청바지,네이비,노멀,우븐,무지,7
20대,남성,스트리트,24.6,맑음,60.9,2.2,셔츠,화이트,롱,우븐,무지,청바지,네이비,노멀,우븐,무지,7
20대,남성,스트리트,24.6,맑음,60.9,2.2,셔츠,화이트,노멀,우븐,스트라이프,팬츠,화이트,노멀,우븐,스트라이프,7
30대,남성,스트리트,24.1,안개,59.5,2.0,베스트,베이지,노멀,우븐,무지,스커트,브라운,노멀,우븐,무지,7
20대,남성,스트리트,24.1,안개,59.5,2.0,티셔츠,베이지,노멀,우븐,무지,청바지,베이지,노멀,우븐,무지,7
20대,남성,스트리트,24.1,안개,59.5,2.0,재킷,베이지,노멀,우븐,무지,팬츠,베이지,노멀,우븐,무지,7
10대,남성,스트리트,24.1,안개,59.5,2.0,티셔츠,네이비,노멀,우븐,레터링,팬츠,블랙,노멀,우븐,무지,7
20대,남성,스트리트,22.7,안개,75.8,2.5,셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,2
20대,남성,스트리트,24.1,안개,59.5,2.0,셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,24.1,안개,59.5,2.0,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,24.1,안개,59.5,2.0,블라우스,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,24.1,안개,59.5,2.0,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,24.1,안개,59.5,2.0,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,21.9,안개,80.3,2.3,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,6
20대,남성,스트리트,24.1,안개,59.5,2.0,재킷,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,24.1,안개,59.5,2.0,티셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,24.1,안개,59.5,2.0,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,24.1,안개,59.5,2.0,셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,21.9,안개,80.3,2.3,베스트,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,6
20대,남성,스트리트,24.1,안개,59.5,2.0,블라우스,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,21.9,안개,80.3,2.3,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,6
10대,남성,스트리트,21.7,비,61.53514063267166,6.8,블라우스,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,15
20대,남성,스트리트,24.1,안개,59.5,2.0,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,22.1,안개,65.9,2.3,티셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,15
20대,남성,스트리트,20.4,안개,89.1,2.4,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,8
20대,남성,스트리트,22.1,안개,65.9,2.3,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,15
20대,남성,스트리트,22.1,안개,65.9,2.3,티셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,15
10대,남성,스트리트,22.1,안개,65.9,2.3,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,15
20대,남성,스트리트,21.7,비,69.5,1.7,니트웨어,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,2
20대,남성,스트리트,21.7,비,69.5,1.7,블라우스,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,2
20대,남성,스트리트,21.7,비,69.5,1.7,티셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,2
20대,남성,스트리트,21.7,비,69.5,1.7,티셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,2
20대,남성,스트리트,21.1,맑음,49.4,2.8,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,0
20대,남성,스트리트,21.1,맑음,49.4,2.8,셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,0
20대,남성,스트리트,21.1,맑음,49.4,2.8,가디건,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,0
20대,남성,스트리트,22.2,맑음,48.1,2.2,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,0
20대,남성,스트리트,22.2,맑음,48.1,2.2,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,0
20대,남성,스트리트,22.2,맑음,48.1,2.2,셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,0
20대,남성,스트리트,22.2,맑음,48.1,2.2,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,0
20대,남성,스트리트,22.2,맑음,48.1,2.2,티셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,0
20대,남성,스트리트,21.1,맑음,49.4,2.8,티셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,0
30대,남성,스트리트,19.8,맑음,60.5,2.7,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,15
20대,남성,스트리트,19.8,맑음,60.5,2.7,티셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,15
20대,남성,스트리트,23.2,맑음,38.3,2.4,티셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,18
20대,남성,스트리트,23.2,맑음,38.3,2.4,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,18
20대,남성,스트리트,23.3,맑음,45.8,2.1,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,0
20대,남성,스트리트,23.3,맑음,45.8,2.1,티셔츠,네이비,노멀,우븐,레터링,청바지,네이비,노멀,우븐,레터링,0
30대,남성,스트리트,23.3,맑음,45.8,2.1,티셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,0
20대,남성,스트리트,23.8,안개,55.1,2.9,셔츠,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,22.4,안개,62.3,3.4,블라우스,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,15
20대,남성,스트리트,22.4,안개,62.3,3.4,재킷,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,15
20대,남성,스트리트,22.4,안개,62.3,3.4,블라우스,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,15
20대,남성,스트리트,22.1,안개,57.3,2.4,재킷,네이비,노멀,우븐,레터링,팬츠,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,22.1,안개,57.3,2.4,재킷,블랙,노말,우븐,무지,팬츠,네이비,노멀,우븐,레터링,7
20대,남성,스트리트,22.1,안개,57.3,2.4,재킷,블랙,노말,우븐,무지,청바지,블랙,노말,우븐,무지,7
20대,남성,스트리트,22.1,안개,57.3,2.4,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,7
20대,남성,스트리트,22.1,안개,57.3,2.4,티셔츠,블랙,노말,우븐,무지,청바지,블랙,노말,우븐,무지,7
20대,남성,스트리트,22.1,안개,57.3,2.4,후드티,블랙,노말,우븐,무지,청바지,블랙,노말,우븐,무지,7
10대,남성,스트리트,20.9,안개,61.3,1.7,티셔츠,블랙,노말,우븐,무지,청바지,블랙,노말,우븐,무지,15
30대,남성,스트리트,20.9,안개,61.3,1.7,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,15
20대,남성,스트리트,19.4,비,72.0,1.8,재킷,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,2
20대,남성,스트리트,19.7,안개,67.9,2.7,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,15
20대,남성,스트리트,19.7,안개,67.9,2.7,티셔츠,블랙,노말,우븐,무지,청바지,블랙,노말,우븐,무지,15
20대,남성,스트리트,19.7,안개,67.9,2.7,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,15
20대,남성,스트리트,19.9,안개,71.9,3.2,티셔츠,블랙,노말,우븐,무지,청바지,블랙,노말,우븐,무지,2
20대,남성,스트리트,19.9,안개,71.9,3.2,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,2
20대,남성,스트리트,19.7,안개,67.9,2.7,티셔츠,블랙,노말,우븐,무지,청바지,블랙,노말,우븐,무지,15
20대,남성,스트리트,19.7,안개,67.9,2.7,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,15
20대,남성,스트리트,19.7,안개,67.9,2.7,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,15
20대,남성,스트리트,16.8,비,82.6,2.6,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,6
20대,남성,스트리트,16.8,비,82.6,2.6,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,6
20대,남성,스트리트,23.3,맑음,43.0,2.1,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,0
20대,남성,스트리트,23.3,맑음,43.0,2.1,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,0
20대,남성,스트리트,23.3,맑음,43.0,2.1,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,0
10대,남성,스트리트,23.3,맑음,43.0,2.1,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,0
20대,남성,스트리트,24.0,맑음,32.0,1.8,베스트,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,18
20대,남성,스트리트,24.0,맑음,32.0,1.8,티셔츠,블랙,노말,우븐,무지,청바지,블랙,노말,우븐,무지,18
20대,남성,스트리트,24.0,맑음,32.0,1.8,재킷,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,18
20대,남성,스트리트,24.0,맑음,32.0,1.8,티셔츠,블랙,노말,우븐,무지,청바지,블랙,노말,우븐,무지,18
20대,남성,스트리트,24.0,맑음,32.0,1.8,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,18
30대,남성,스트리트,24.0,맑음,32.0,1.8,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,18
20대,남성,스트리트,20.7,맑음,61.4,2.5,블라우스,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,15
20대,남성,스트리트,20.7,맑음,61.4,2.5,재킷,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,15
20대,남성,스트리트,20.7,맑음,61.4,2.5,티셔츠,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,15
20대,남성,스트리트,24.3,맑음,36.4,1.6,재킷,블랙,노말,우븐,무지,청바지,블랙,노말,우븐,무지,18
20대,남성,스트리트,20.5,맑음,54.3,2.0,재킷,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,11
20대,남성,스트리트,20.5,맑음,54.3,2.0,패딩,블랙,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,11
20대,남성,스트리트,20.5,맑음,54.3,2.0,후드티,블랙,노말,우븐,무지,스커트,블랙,노말,우븐,무지,11
20대,남성,스트리트,20.5,맑음,54.3,2.0,셔츠,스카이블루,노멀,우븐,무지,팬츠,스카이블루,노멀,우븐,무지,11
20대,남성,스트리트,24.3,맑음,36.4,1.6,후드티,레드,노멀,우븐,무지,팬츠,와인,발목,데님,무지,18
20대,남성,스트리트,20.5,맑음,54.3,2.0,재킷,와인,노말,우븐,무지,팬츠,블랙,노말,우븐,무지,11
20대,남성,스트리트,20.5,맑음,54.3,2.0,셔츠,화이트,노멀,우븐,무지,팬츠,화이트,노멀,우븐,무지,11
20대,남성,스트리트,20.5,맑음,54.3,2.0,셔츠,화이트,노멀,우븐,무지,팬츠,화이트,노멀,우븐,무지,11
20대,남성,스트리트,20.5,맑음,54.3,2.0,재킷,화이트,노멀,우븐,무지,청바지,화이트,노멀,우븐,무지,11
20대,남성,스트리트,24.3,맑음,36.4,1.6,셔츠,화이트,노멀,우븐,무지,청바지,화이트,노멀,우븐,무지,18
30대,남성,스트리트,24.3,맑음,36.4,1.6,셔츠,화이트,노멀,우븐,무지,팬츠,화이트,노멀,우븐,무지,18
20대,남성,스트리트,24.3,맑음,36.4,1.6,티셔츠,화이트,노멀,우븐,무지,청바지,화이트,노멀,우븐,무지,18
20대,남성,스트리트,18.6,맑음,36.5,2.1,티셔츠,화이트,노멀,우븐,레터링,팬츠,화이트,발목,우븐,무지,18
30대,남성,스트리트,18.6,맑음,36.5,2.1,티셔츠,화이트,노멀,우븐,레터링,팬츠,화이트,노멀,우븐,레터링,18
30대,남성,스트리트,18.6,맑음,36.5,2.1,티셔츠,화이트,노멀,우븐,레터링,팬츠,화이트,노멀,우븐,레터링,18
20대,남성,스트리트,19.3,맑음,48.8,1.9,티셔츠,화이트,노멀,우븐,레터링,청바지,화이트,노멀,우븐,레터링,0
20대,남성,스트리트,19.3,맑음,48.8,1.9,티셔츠,화이트,노멀,우븐,레터링,청바지,화이트,노멀,우븐,레터링,0
20대,남성,스트리트,18.6,맑음,36.5,2.1,티셔츠,화이트,노멀,우븐,레터링,팬츠,화이트,노멀,우븐,레터링,18
20대,남성,스트리트,19.3,맑음,48.8,1.9,티셔츠,화이트,노멀,우븐,레터링,팬츠,화이트,노멀,우븐,레터링,0
10대,남성,스트리트,19.3,맑음,48.8,1.9,티셔츠,화이트,노멀,우븐,레터링,청바지,화이트,노멀,우븐,레터링,0
20대,남성,스트리트,15.6,비,77.4,4.1,티셔츠,화이트,노멀,우븐,레터링,팬츠,화이트,노멀,우븐,레터링,9
20대,남성,스트리트,15.9,비,57.0,3.2,재킷,블루,노멀,우븐,무지,팬츠,네이비,발목,우븐,무지,11
20대,남성,스트리트,15.9,비,57.0,3.2,티셔츠,블루,노멀,우븐,레터링,팬츠,브라운,노멀,우븐,레터링,11
20대,남성,스트리트,15.9,비,57.0,3.2,재킷,옐로우,노멀,우븐,깅엄,청바지,옐로우,노멀,우븐,깅엄,11
30대,남성,스트리트,15.9,비,57.0,3.2,재킷,옐로우,노멀,우븐,깅엄,팬츠,옐로우,발목,우븐,무지,11
20대,남성,스트리트,15.9,비,57.0,3.2,티셔츠,블랙,노멀,저지,레터링,팬츠,블랙,노멀,패딩,무지,11
20대,남성,스트리트,15.9,비,57.0,3.2,티셔츠,블랙,노멀,저지,레터링,청바지,블랙,노멀,저지,레터링,11
20대,남성,스트리트,15.9,비,57.0,3.2,셔츠,그린,발목,저지,무지,팬츠,네이비,발목,우븐,무지,11
20대,남성,스트리트,15.9,비,57.0,3.2,티셔츠,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,11
20대,남성,스트리트,15.9,비,57.0,3.2,셔츠,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,11
20대,남성,스트리트,15.9,비,57.0,3.2,재킷,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,11
20대,남성,스트리트,15.9,비,57.0,3.2,재킷,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,11
20대,남성,스트리트,18.6,비,57.0,2.1,재킷,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,11
20대,남성,스트리트,17.7,맑음,69.1,3.4,재킷,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,15
20대,남성,스트리트,18.6,비,57.0,2.1,니트웨어,그린,발목,저지,무지,청바지,그린,발목,저지,무지,11
30대,남성,스트리트,18.6,비,57.0,2.1,재킷,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,11
20대,남성,스트리트,17.8,맑음,62.4,2.7,재킷,그린,발목,저지,무지,스커트,그린,발목,저지,무지,15
20대,남성,스트리트,17.8,맑음,62.4,2.7,셔츠,그린,발목,저지,무지,청바지,그린,발목,저지,무지,15
20대,남성,스트리트,17.8,맑음,62.4,2.7,셔츠,그린,발목,저지,무지,청바지,그린,발목,저지,무지,15
20대,남성,스트리트,16.4,맑음,60.9,2.0,셔츠,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,1
20대,남성,스트리트,15.1,구름 많음,81.4,2.7,티셔츠,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,13
20대,남성,스트리트,15.1,구름 많음,81.4,2.7,티셔츠,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,13
20대,남성,스트리트,16.4,맑음,60.9,2.0,티셔츠,그린,발목,저지,무지,청바지,그린,발목,저지,무지,1
20대,남성,스트리트,16.4,맑음,60.9,2.0,티셔츠,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,1
20대,남성,스트리트,16.4,맑음,60.9,2.0,티셔츠,그린,발목,저지,무지,청바지,그린,발목,저지,무지,1
20대,남성,스트리트,16.4,맑음,60.9,2.0,티셔츠,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,1
20대,남성,스트리트,16.4,맑음,60.9,2.0,티셔츠,그린,발목,저지,무지,청바지,그린,발목,저지,무지,1
20대,남성,스트리트,15.1,비,92.8,2.6,재킷,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,13
20대,남성,스트리트,14.5,비,82.4,2.3,재킷,그린,발목,저지,무지,팬츠,그린,발목,저지,무지,13
20대,남성,스트리트,14.5,비,82.4,2.3,티셔츠,핑크,노멀,니트,무지,팬츠,핑크,노멀,니트,무지,13
10대,남성,스트리트,14.5,비,82.4,2.3,셔츠,핑크,노멀,니트,무지,청바지,핑크,노멀,니트,무지,13
20대,남성,스트리트,14.5,비,82.4,2.3,재킷,핑크,노멀,니트,무지,팬츠,핑크,노멀,니트,무지,13
20대,남성,스트리트,14.5,비,82.4,2.3,셔츠,핑크,노멀,니트,무지,청바지,핑크,노멀,니트,무지,13
20대,남성,스트리트,15.1,비,92.8,2.6,재킷,핑크,노멀,니트,무지,팬츠,핑크,노멀,니트,무지,13
20대,남성,스트리트,15.1,비,92.8,2.6,재킷,핑크,노멀,니트,무지,팬츠,핑크,노멀,니트,무지,13
20대,남성,스트리트,15.1,비,92.8,2.6,후드티,핑크,노멀,니트,무지,팬츠,핑크,노멀,니트,무지,13
20대,남성,스트리트,15.7,맑음,46.6,5.1,재킷,핑크,노멀,니트,무지,팬츠,핑크,노멀,니트,무지,0
20대,남성,스트리트,15.7,맑음,46.6,5.1,티셔츠,핑크,노멀,니트,무지,청바지,핑크,노멀,니트,무지,0
20대,남성,스트리트,15.7,맑음,46.6,5.1,재킷,핑크,노멀,니트,무지,청바지,핑크,노멀,니트,무지,0
20대,남성,스트리트,15.7,맑음,46.6,5.1,티셔츠,핑크,노멀,니트,무지,청바지,핑크,노멀,니트,무지,0
20대,남성,스트리트,12.9,비,86.1,4.9,패딩,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,13
20대,남성,스트리트,16.4,비,77.5,8.1,베스트,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,9
20대,남성,스트리트,12.9,비,86.1,4.9,블라우스,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,13
20대,남성,스트리트,12.9,비,86.1,4.9,블라우스,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,13
30대,남성,스트리트,12.9,비,86.1,4.9,재킷,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,13
20대,남성,스트리트,16.4,비,77.5,8.1,셔츠,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,9
20대,남성,스트리트,16.4,비,77.5,8.1,재킷,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,9
20대,남성,스트리트,12.9,비,86.1,4.9,셔츠,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,13
20대,남성,스트리트,12.9,비,86.1,4.9,셔츠,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,13
20대,남성,스트리트,12.9,비,86.1,4.9,셔츠,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,13
20대,남성,스트리트,21.1,비,64.5,2.2,재킷,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,15
20대,남성,스트리트,16.2,비,47.6,2.5,후드티,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,0
20대,남성,스트리트,16.2,비,47.6,2.5,재킷,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,0
20대,남성,스트리트,15.2,비,51.9,3.5,셔츠,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,11
20대,남성,스트리트,16.2,비,47.6,2.5,티셔츠,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,0
20대,남성,스트리트,16.2,비,47.6,2.5,재킷,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,0
20대,남성,스트리트,15.2,비,51.9,3.5,셔츠,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,11
20대,남성,스트리트,15.2,비,51.9,3.5,재킷,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,11
20대,남성,스트리트,15.2,비,51.9,3.5,재킷,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,11
20대,남성,스트리트,15.2,비,51.9,3.5,재킷,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,11
20대,남성,스트리트,17.2,맑음,32.0,3.6,재킷,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,18
20대,남성,스트리트,17.2,맑음,32.0,3.6,재킷,블랙,노멀,패딩,무지,조거팬츠,블랙,노멀,패딩,무지,18
20대,남성,스트리트,17.2,맑음,32.0,3.6,티셔츠,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,18
20대,남성,스트리트,12.0,비,90.9,4.5,티셔츠,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,13
20대,남성,스트리트,17.2,맑음,32.0,3.6,셔츠,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,18
20대,남성,스트리트,17.2,맑음,32.0,3.6,재킷,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,18
20대,남성,스트리트,17.2,맑음,32.0,3.6,점퍼,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,18
20대,남성,스트리트,18.1,맑음,61.53514063267166,2.544143524883145,점퍼,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,15
20대,남성,스트리트,17.2,맑음,32.0,3.6,티셔츠,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,18
20대,남성,스트리트,12.0,비,90.9,4.5,점퍼,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,13
20대,남성,스트리트,12.0,비,90.9,4.5,베스트,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,13
20대,남성,스트리트,21.1,맑음,34.8,2.0,패딩,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,18
20대,남성,스트리트,17.5,비,45.9,2.3,후드티,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,0
20대,남성,스트리트,21.1,맑음,34.8,2.0,베스트,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,18
20대,남성,스트리트,21.1,맑음,34.8,2.0,티셔츠,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,18
20대,남성,스트리트,21.1,맑음,34.8,2.0,티셔츠,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,18
20대,남성,스트리트,21.2,맑음,61.53514063267166,2.544143524883145,셔츠,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,15
20대,남성,스트리트,21.2,맑음,61.53514063267166,2.544143524883145,티셔츠,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,15
20대,남성,스트리트,18.3,맑음,61.53514063267166,10.7,코트,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,16
20대,남성,스트리트,17.2,맑음,34.8,1.7,셔츠,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,18
20대,남성,스트리트,17.2,맑음,34.8,1.7,셔츠,블랙,노멀,패딩,무지,청바지,블랙,노멀,패딩,무지,18
20대,남성,스트리트,18.3,맑음,61.53514063267166,10.7,셔츠,블랙,노멀,패딩,무지,팬츠,블랙,노멀,패딩,무지,16
20대,남성,스트리트,17.2,맑음,34.8,1.7,후드티,스카이블루,노멀,우븐,무지,청바지,스카이블루,노멀,우븐,무지,18
20대,남성,스트리트,16.9,맑음,34.1,2.0,티셔츠,블랙,노멀,우븐,무지,팬츠,블랙,발목,데님,무지,18
20대,남성,스트리트,17.2,맑음,34.8,1.7,점퍼,블랙,노멀,우븐,무지,청바지,블랙,노멀,우븐,무지,18
20대,남성,스트리트,17.2,맑음,34.8,1.7,점퍼,블루,노멀,패딩,무지,팬츠,블루,노멀,패딩,무지,18
20대,남성,스트리트,17.2,맑음,34.8,1.7,베스트,블루,노멀,우븐,무지,팬츠,블루,노멀,우븐,무지,18
20대,남성,스트리트,17.2,맑음,34.8,1.7,티셔츠,블루,노멀,우븐,무지,청바지,스카이블루,발목,데님,무지,18
20대,남성,스트리트,17.2,맑음,34.8,1.7,재킷,블랙,발목,데님,체크,팬츠,블랙,발목,우븐,체크,18
20대,남성,스트리트,17.2,맑음,34.8,1.7,셔츠,블랙,발목,우븐,체크,청바지,블랙,발목,우븐,체크,18
30대,남성,스트리트,17.2,맑음,34.8,1.7,재킷,블랙,발목,우븐,체크,팬츠,블랙,발목,우븐,체크,18
20대,남성,스트리트,17.2,맑음,34.8,1.7,재킷,블랙,발목,우븐,체크,팬츠,블랙,발목,우븐,체크,18
20대,남성,스트리트,17.2,맑음,34.8,1.7,셔츠,블랙,발목,우븐,체크,팬츠,블랙,발목,우븐,체크,18
20대,남성,스트리트,16.9,맑음,34.1,2.0,점퍼,블랙,발목,우븐,체크,팬츠,블랙,발목,우븐,체크,18
